target_word_unique,word_combo_related,cue_word_related,word_combo_unrelated,cue_word_unrelated
метр,кілометрметр,кілометр,смертьметр,смерть
механічний,технічниймеханічний,технічний,пінгмеханічний,пінг
милий,солодкиймилий,солодкий,найманнямилий,наймання
милосердя,прощеннямилосердя,прощення,результатмилосердя,результат
минуле,майбутнєминуле,майбутнє,дядькоминуле,дядько
мити,чистиймити,чистий,землетрусмити,землетрус
мікроскоп,телескопмікроскоп,телескоп,татомікроскоп,тато
мікрофон,камерумікрофон,камеру,недооцінюватимікрофон,недооцінювати
мільярд,мільйонмільярд,мільйон,природномільярд,природно
міністерство,посольствоміністерство,посольство,двійникміністерство,двійник
міністр,посламіністр,посла,замиканняміністр,замикання
мінус,плюсмінус,плюс,татуюваннямінус,татуювання
місія,завданнямісія,завдання,алкогольмісія,алкоголь
місто,капіталмісто,капітал,страшниймісто,страшний
місцевий,регіональниймісцевий,регіональний,задоволеннямісцевий,задоволення
мішок,коробкамішок,коробка,ненавистьмішок,ненависть
мовчання,мовчазниймовчання,мовчазний,базамовчання,база
можливість,шансможливість,шанс,димможливість,дим
мокрий,сухиймокрий,сухий,командувачмокрий,командувач
молодий,стариймолодий,старий,матеріямолодий,матерія
молодший,старшиймолодший,старший,забутимолодший,забути
молоток,палицямолоток,палиця,ілюзіямолоток,ілюзія
монастир,сирітмонастир,сиріт,лежатимонастир,лежати
монастир.1,храммонастир,храм,добриймонастир,добрий
монітор,екранмонітор,екран,хлопчикимонітор,хлопчики
монтаж,оргазммонтаж,оргазм,ударитимонтаж,ударити
морфін,аспіринморфін,аспірин,випадковоморфін,випадково
мотель,готельмотель,готель,надихатимотель,надихати
моторошний,страшниймоторошний,страшний,капіталмоторошний,капітал
мотузка,ланцюгмотузка,ланцюг,прибутимотузка,прибути
мрія,кошмармрія,кошмар,горломрія,горло
музей,бібліотекамузей,бібліотека,виправлятимузей,виправляти
музика,джазмузика,джаз,викрадачмузика,викрадач
музикант,співакмузикант,співак,падіннямузикант,падіння
мурашка,бджоламурашка,бджола,швидка допомогамурашка,швидка допомога
мутація,еволюціямутація,еволюція,офіціантмутація,офіціант
навколо,круглийнавколо,круглий,жестнавколо,жест
навмисно,випадковонавмисно,випадково,містнавмисно,міст
навпаки,іншийнавпаки,інший,пенсіянавпаки,пенсія
навчати,навчатисянавчати,навчатися,аренанавчати,арена
нагорода,бонуснагорода,бонус,страждатинагорода,страждати
надавати,дозволятинадавати,дозволяти,сумнийнадавати,сумний
надзвичайний,терміновийнадзвичайний,терміновий,бруднадзвичайний,бруд
надсилати,приноситинадсилати,приносити,туалетнадсилати,туалет
назавжди,вічнийназавжди,вічний,службаназавжди,служба
намисто,кільценамисто,кільце,заразнамисто,зараз
намір,призначеннянамір,призначення,ложканамір,ложка
написання,читаннянаписання,читання,прибутокнаписання,прибуток
наречена,нареченийнаречена,наречений,волонтернаречена,волонтер
народ,країнанарод,країна,довідканарод,довідка
народження,ювілейнародження,ювілей,гріхнародження,гріх
насправді,фактичнонасправді,фактично,ваганасправді,вага
натхнення,надихатинатхнення,надихати,живийнатхнення,живий
наука,технологіянаука,технологія,невдаханаука,невдаха
небезпека,ризикнебезпека,ризик,коричневийнебезпека,коричневий
небезпечний,ризикованийнебезпечний,ризикований,рананебезпечний,рана
небесний,небонебесний,небо,майнонебесний,майно
невідомий,анонімнийневідомий,анонімний,ротневідомий,рот
негативний,позитивнийнегативний,позитивний,веснанегативний,весна
неділя,суботанеділя,субота,хірургнеділя,хірург
нездатний,нездатністьнездатний,нездатність,корованездатний,корова
неприємний,незручнийнеприємний,незручний,трунанеприємний,труна
нервовий,стурбованийнервовий,стурбований,культуранервовий,культура
несподівано,раптомнесподівано,раптом,управлятинесподівано,управляти
несправедливість,неправедністьнесправедливість,неправедність,щитнесправедливість,щит
нещастя,бідністьнещастя,бідність,технічнийнещастя,технічний
нещастя.1,нещаснийнещастя,нещасний,серіянещастя,серія
нещодавно,простонещодавно,просто,іржавийнещодавно,іржавий
ніжний,м'якийніжний,м'який,виникнутиніжний,виникнути
нікчемний,марнийнікчемний,марний,помаданікчемний,помада
новини,каналновини,канал,отрутановини,отрута
ніж,мечніж,меч,секретарніж,секретар
нормальний,здоровийнормальний,здоровий,пліткинормальний,плітки
нос,ротнос,рот,оптимістичнийнос,оптимістичний
нудота,діареянудота,діарея,славнийнудота,славний
обвинувачення,скаргаобвинувачення,скарга,подивитисяобвинувачення,подивитися
обговорення,розмоваобговорення,розмова,жалкийобговорення,жалкий
обід,закускаобід,закуска,радаробід,радар
обіймати,поцілунокобіймати,поцілунок,виступобіймати,виступ
обіцянка,гарантіяобіцянка,гарантія,лимонадобіцянка,лимонад
обладнувати,обладнанняобладнувати,обладнання,понеділокобладнувати,понеділок
обов'язок,відповідальністьобов'язок,відповідальність,відміннийобов'язок,відмінний
ображати,образливістьображати,образливість,потікображати,потік
обслуговування,службаобслуговування,служба,тіньобслуговування,тінь
огидний,бруднийогидний,брудний,дипломогидний,диплом
одружений,одиночнийодружений,одиночний,філософіяодружений,філософія
озеро,річкаозеро,річка,секретнийозеро,секретний
океан,мореокеан,море,здоровийокеан,здоровий
оновити,свіжийоновити,свіжий,відставкаоновити,відставка
опис,профільопис,профіль,клітинаопис,клітина
опівдні,опівночіопівдні,опівночі,авторопівдні,автор
опір,супротивопір,супротив,мишаопір,миша
опонент,ворогопонент,ворог,водитиопонент,водити
орбіта,планетаорбіта,планета,прощатиорбіта,прощати
організувати,сортуватиорганізувати,сортувати,клапанорганізувати,клапан
орендодавець,орендарорендодавець,орендар,єдинийорендодавець,єдиний
орендувати,найманняорендувати,наймання,гніворендувати,гнів
освіта,здоров'яосвіта,здоров'я,віскіосвіта,віскі
осінь,веснаосінь,весна,корабельосінь,корабель
особистість,характерособистість,характер,фунтособистість,фунт
остання,спочаткуостання,спочатку,дорогийостання,дорогий
остаточний,останнійостаточний,останній,членостаточний,член
отворити,тріщинаотворити,тріщина,незвичайнийотворити,незвичайний
офіс,стілофіс,стіл,читатиофіс,читати
офіціантка,офіціантофіціантка,офіціант,підйомофіціантка,підйом
офіційний,офіційноофіційний,офіційно,деіндеофіційний,деінде
оцінка,спостереженняоцінка,спостереження,обиратиоцінка,обирати
оцінювати,захоплюватисяоцінювати,захоплюватися,окуляриоцінювати,окуляри
очевидно,чіткоочевидно,чітко,сержанточевидно,сержант
очікувати,чекатиочікувати,чекати,агенточікувати,агент
п'яний,тверезийп'яний,тверезий,факторп'яний,фактор
павутина,інтернетпавутина,інтернет,кланпавутина,клан
пакет,конвертпакет,конверт,шпигунствопакет,шпигунство
паливо,газпаливо,газ,уважністьпаливо,уважність
палуба,кабінапалуба,кабіна,активнийпалуба,активний
папа,дядькопапа,дядько,привабливийпапа,привабливий
параграф,розділпараграф,розділ,зручнийпараграф,зручний
параметр,вибірпараметр,вибір,пляжнийпараметр,пляжний
паранормальний,надприродливийпаранормальний,надприродливий,хабарпаранормальний,хабар
паркан,стінапаркан,стіна,фактичнопаркан,фактично
пароль,кодекспароль,кодекс,близькопароль,близько
партія,прийомпартія,прийом,внизупартія,внизу
парфуми,помадапарфуми,помада,перемогапарфуми,перемога
паспорт,квитокпаспорт,квиток,концепціяпаспорт,концепція
патруль,охоронецьпатруль,охоронець,пропозиціяпатруль,пропозиція
пацюк,мишапацюк,миша,дозволятипацюк,дозволяти
пекло,райпекло,рай,завитокпекло,завиток
пеніс,піхвапеніс,піхва,шутерпеніс,шутер
первинний,вториннийпервинний,вторинний,англійська мовапервинний,англійська мова
перебільшувати,недооцінюватиперебільшувати,недооцінювати,автографперебільшувати,автограф
передавач,датчикпередавач,датчик,мужністьпередавач,мужність
передача,рухатисяпередача,рухатися,палацпередача,палац
переможець,невдахапереможець,невдаха,психічнийпереможець,психічний
перерва,розбитиперерва,розбити,стадіонперерва,стадіон
переслідувати,слідуватипереслідувати,слідувати,відбитокпереслідувати,відбиток
периметр,радіуспериметр,радіус,ніколипериметр,ніколи
період,фазаперіод,фаза,мавпаперіод,мавпа
перспективний,поглядперспективний,погляд,зомбіперспективний,зомбі
печінка,ниркапечінка,нирка,свідокпечінка,свідок
пиво,питипиво,пити,табірпиво,табір
пил,золапил,зола,річкапил,річка
пильний,іржавийпильний,іржавий,печаткапильний,печатка
писати,читатиписати,читати,вибірписати,вибір
письменник,поетписьменник,поет,залізописьменник,залізо
північний,південнийпівнічний,південний,виробникпівнічний,виробник
підготувати,готовийпідготувати,готовий,вірогідністьпідготувати,вірогідність
підключення,контактпідключення,контакт,правийпідключення,правий
підліток,підлітковийпідліток,підлітковий,кодекспідліток,кодекс
підозрювати,сумніватисяпідозрювати,сумніватися,арсеналпідозрювати,арсенал
підпис,печаткапідпис,печатка,тисячапідпис,тисяча
підприємець,мільйонерпідприємець,мільйонер,вікнопідприємець,вікно
підрозділ,відділпідрозділ,відділ,господиняпідрозділ,господиня
затверджувати,відмовлятизатверджувати,відмовляти,магіязатверджувати,магія
підтверджувати,підтвердженняпідтверджувати,підтвердження,драматичнийпідтверджувати,драматичний
підтримувати,заповідникпідтримувати,заповідник,століттяпідтримувати,століття
пілот,космонавтпілот,космонавт,смакпілот,смак
пісня,альбомпісня,альбом,розривпісня,розрив
пісок,брудпісок,бруд,наємникпісок,наємник
пістолет,гвинтівкапістолет,гвинтівка,надприродливийпістолет,надприродливий
піч,духовкапіч,духовка,усвідомлюватипіч,усвідомлювати
плавати,зануренийплавати,занурений,репортерплавати,репортер
планування,підготовкапланування,підготовка,копатипланування,копати
пластик,цементпластик,цемент,навчатисяпластик,навчатися
племінник,онукплемінник,онук,одинплемінник,один
пляшка,склянкапляшка,склянка,чемпіонпляшка,чемпіон
повертатися,замиканняповертатися,замикання,образливістьповертатися,образливість
поверхня,шарповерхня,шар,кінотеатрповерхня,кінотеатр
повідомлення,увагаповідомлення,увага,білийповідомлення,білий
повідомляти,доповідьповідомляти,доповідь,всесвітповідомляти,всесвіт
повний,порожнійповний,порожній,чіпповний,чіп
повний.1,загальнийповний,загальний,пасткаповний,пастка
повністю,абсолютноповністю,абсолютно,кущповністю,кущ
крутити,повороткрутити,поворот,легіонкрутити,легіон
поганий,добрийпоганий,добрий,попрямапоганий,попряма
пограбування,крадіжкапограбування,крадіжка,увагапограбування,увага
подія,явищеподія,явище,червеньподія,червень
подяка,гостинністьподяка,гостинність,гральнийподяка,гральний
поема,текстпоема,текст,відповідальністьпоема,відповідальність
пожертвування,благодійністьпожертвування,благодійність,червонийпожертвування,червоний
позбавлення волі,штрафпозбавлення волі,штраф,танкпозбавлення волі,танк
позиція,статуспозиція,статус,одиночнийпозиція,одиночний
покер,гральнийпокер,гральний,вершинапокер,вершина
покладати,вставлятипокладати,вставляти,оргазмпокладати,оргазм
покоївка,няняпокоївка,няня,типовийпокоївка,типовий
покупець,продавецьпокупець,продавець,якорпокупець,якор
поле бою,аренаполе бою,арена,старийполе бою,старий
поліпшення,змінаполіпшення,зміна,хаосполіпшення,хаос
політ,посадкаполіт,посадка,довіраполіт,довіра
політик,політикаполітик,політика,хобіполітик,хобі
політика,журналістикаполітика,журналістика,цвяхполітика,цвях
політичний,критичнийполітичний,критичний,метеликполітичний,метелик
полковник,загальнийполковник,загальний,вставлятиполковник,вставляти
полум'я,пожежаполум'я,пожежа,стриманийполум'я,стриманий
полуниця,бананполуниця,банан,неможливийполуниця,неможливий
помаранчевий,зеленийпомаранчевий,зелений,підготовкапомаранчевий,підготовка
померти,страждатипомерти,страждати,мережапомерти,мережа
помилка,похибкапомилка,похибка,викрадатипомилка,викрадати
помилковий,підробкапомилковий,підробка,повітряпомилковий,повітря
помідор,картопляпомідор,картопля,вжепомідор,вже
помічник,секретарпомічник,секретар,безпекапомічник,безпека
поразка,перемогапоразка,перемога,оголенийпоразка,оголений
порядок,командуванняпорядок,командування,конкуренціяпорядок,конкуренція
постійно,завждипостійно,завжди,убивцяпостійно,убивця
потворний,жалюгіднийпотворний,жалюгідний,працяпотворний,праця
потреба,необхіднийпотреба,необхідний,пагорбпотреба,пагорб
потрійний,подвійнийпотрійний,подвійний,колекціонуватипотрійний,колекціонувати
поховати,копатипоховати,копати,білокпоховати,білок
похоронний,трунапохоронний,труна,боргпохоронний,борг
почути,слухатипочути,слухати,магнітнийпочути,магнітний
правдоподібний,поясненняправдоподібний,пояснення,папірправдоподібний,папір
правильний,неправильнийправильний,неправильний,спідницяправильний,спідниця
практично,буквальнопрактично,буквально,об'єктпрактично,об'єкт
предмет,об'єктпредмет,об'єкт,лікарняпредмет,лікарня
президент,канцлерпрезидент,канцлер,міститипрезидент,містити
прес,кнопокпрес,кнопок,відстаньпрес,відстань
престол,коронапрестол,корона,спостереженняпрестол,спостереження
привітати,вітатипривітати,вітати,золапривітати,зола
приємний,зручнийприємний,зручний,чумаприємний,чума
приз,новаприз,нова,безпораднийприз,безпорадний
приймати,відмовлятиприймати,відмовляти,міцноприймати,міцно
приклад,попрямаприклад,попряма,адміністраціяприклад,адміністрація
прилад,чіпприлад,чіп,бравоприлад,браво
приманка,пасткаприманка,пастка,фінансовоприманка,фінансово
припущення,висновокприпущення,висновок,підлітковийприпущення,підлітковий
пристрасть,ентузіазмпристрасть,ентузіазм,кабельпристрасть,кабель
притулок,безпекапритулок,безпека,вугілляпритулок,вугілля
приходити,прибутиприходити,прибути,космонавтприходити,космонавт
причина,результатпричина,результат,сирітпричина,сиріт
прізвище,псевдонімпрізвище,псевдонім,сильнийпрізвище,сильний
про,зпро,з,кісткапро,кістка
проблема,неприємністьпроблема,неприємність,сліпийпроблема,сліпий
провал,успіхпровал,успіх,душпровал,душ
програма,проектпрограма,проект,сортуватипрограма,сортувати
прогулянка,дріматипрогулянка,дрімати,федеральнийпрогулянка,федеральний
прогулянка.1,запуститипрогулянка,запустити,мінімальнийпрогулянка,мінімальний
продавати,купуватипродавати,купувати,хімічнийпродавати,хімічний
продаж,аукціонпродаж,аукціон,ситуаціяпродаж,ситуація
продовжувати,дотепністьпродовжувати,дотепність,оригінальнийпродовжувати,оригінальний
продукт,маркапродукт,марка,суботапродукт,субота
продуктивність,показуватипродуктивність,показувати,расистпродуктивність,расист
прокурор,юристпрокурор,юрист,звірпрокурор,звір
проповідь,виступпроповідь,виступ,сейфпроповідь,сейф
пропонувати,рекомендуватипропонувати,рекомендувати,католицькийпропонувати,католицький
простий,простопростий,просто,доповідьпростий,доповідь
протокол,правилапротокол,правила,джунгліпротокол,джунглі
прототип,модельпрототип,модель,закускапрототип,закуска
професійний,аматорськийпрофесійний,аматорський,підтвердженняпрофесійний,підтвердження
професор,деканпрофесор,декан,тріщинапрофесор,тріщина
прохолодний,теплийпрохолодний,теплий,фрагментпрохолодний,фрагмент
процедура,процеспроцедура,процес,втомленийпроцедура,втомлений
психологічний,медичнийпсихологічний,медичний,чекатипсихологічний,чекати
психологія,анатоміяпсихологія,анатомія,проковтнутипсихологія,проковтнути
птах,метеликптах,метелик,командуванняптах,командування
радість,задоволеннярадість,задоволення,піратськийрадість,піратський
район,округрайон,округ,судовийрайон,судовий
рак,пухлинарак,пухлина,назовнірак,назовні
ракетний,ракетаракетний,ракета,нездатністьракетний,нездатність
раковина,туалетраковина,туалет,трофейраковина,трофей
рано,пізнорано,пізно,екранрано,екран
ранок,завтраранок,завтра,заводранок,завод
раноподібний,білкараноподібний,білка,біднийраноподібний,бідний
реактор,генераторреактор,генератор,присутністьреактор,присутність
реалістичний,оптимістичнийреалістичний,оптимістичний,церквареалістичний,церква
реальний,справжнійреальний,справжній,прапорреальний,прапор
результат,підсумокрезультат,підсумок,яблучнийрезультат,яблучний
релігія,філософіярелігія,філософія,смертельнийрелігія,смертельний
ремонт,виправлятиремонт,виправляти,лисицяремонт,лисиця
репутація,кар'єрарепутація,кар'єра,тонкийрепутація,тонкий
ресторан,пабресторан,паб,співчуватиресторан,співчувати
речення,словоречення,слово,класречення,клас
риба,акулариба,акула,хворийриба,хворий
риболовля,полюванняриболовля,полювання,мовчазнийриболовля,мовчазний
рим,кесаррим,кесар,скарбницярим,скарбниця
рівномірний,значокрівномірний,значок,нянярівномірний,няня
рідина,потікрідина,потік,співакрідина,співак
рідко,зрідкарідко,зрідка,дозвілрідко,дозвіл
робити,вироблятиробити,виробляти,третійробити,третій
робітник,фермерробітник,фермер,усунутиробітник,усунути
робота,працяробота,праця,поглядробота,погляд
розвал,падіннярозвал,падіння,пам'ятникрозвал,пам'ятник
розвиток,прогресрозвиток,прогрес,снідрозвиток,снід
розклад,календаррозклад,календар,екіпажрозклад,екіпаж
розмовляти,розмоварозмовляти,розмова,кетчупрозмовляти,кетчуп
розповідати,сказатирозповідати,сказати,династіярозповідати,династія
розраховувати,рахуватирозраховувати,рахувати,медрозраховувати,мед
розрізати,розриврозрізати,розрив,практикарозрізати,практика
розслідувати,вивчатирозслідувати,вивчати,кошикрозслідувати,кошик
розташування,місцерозташування,місце,лесбійськийрозташування,лесбійський
розумний,кмітливийрозумний,кмітливий,коледжрозумний,коледж
розумний.1,ярмарокрозумний,ярмарок,здоров'ярозумний,здоров'я
розчарування,сюрпризрозчарування,сюрприз,жабарозчарування,жаба
романтичний,драматичнийромантичний,драматичний,діареяромантичний,діарея
руйнування,створенняруйнування,створення,ключруйнування,ключ
ручка,ручнийручка,ручний,оперативнийручка,оперативний
ручка.1,папірручка,папір,крастиручка,красти
рушник,ковдрарушник,ковдра,морськийрушник,морський
рятівник,геройрятівник,герой,поштарятівник,пошта
саботаж,шпигунствосаботаж,шпигунство,небосаботаж,небо
салат,супсалат,суп,лігасалат,ліга
самотній,єдинийсамотній,єдиний,продуктисамотній,продукти
самурай,ніндзясамурай,ніндзя,посадкасамурай,посадка
сантиметр,милясантиметр,миля,роксантиметр,рок
свиня,коровасвиня,корова,заслуговуватисвиня,заслуговувати
свисток,рігсвисток,ріг,ідеясвисток,ідея
свідчення,свідоксвідчення,свідок,молочнийсвідчення,молочний
світ,міжнароднийсвіт,міжнародний,цементсвіт,цемент
світанок,захід сонцясвітанок,захід сонця,висновоксвітанок,висновок
свічка,лампасвічка,лампа,шанссвічка,шанс
свято,різдвянийсвято,різдвяний,склянкасвято,склянка
священик,монахсвященик,монах,приноситисвященик,приносити
село,табірсело,табір,симптомсело,симптом
сенат,парламентсенат,парламент,відноснийсенат,відносний
сенатор,губернаторсенатор,губернатор,неприємністьсенатор,неприємність
сеча,кровсеча,кров,телескопсеча,телескоп
сигара,димсигара,дим,сучаснийсигара,сучасний
сигарета,тютюнсигарета,тютюн,відділсигарета,відділ
сигнал,частотасигнал,частота,терапіясигнал,терапія
сигналізація,сповіщеннясигналізація,сповіщення,сенсаційнийсигналізація,сенсаційний
сидіти,стоятисидіти,стояти,полксидіти,полк
сила,міцьсила,міць,неприємнийсила,неприємний
сильно,міцносильно,міцно,людинасильно,людина
сильно.1,важкийсильно,важкий,формасильно,форма
символ,прапорсимвол,прапор,нічсимвол,ніч
син,дочкасин,дочка,чашкасин,чашка
синдром,симптомсиндром,симптом,привілейсиндром,привілей
синій,коричневийсиній,коричневий,надіясиній,надія
синяк,дряпатисиняк,дряпати,перериватисиняк,переривати
сир,хлібсир,хліб,прогрессир,прогрес
система,мережасистема,мережа,місяцьсистема,місяць
сік,молочнийсік,молочний,анархіясік,анархія
сім'я,клансім'я,клан,сексуальнийсім'я,сексуальний
скандал,пліткискандал,плітки,днаскандал,дна
скорочувати,збільшитискорочувати,збільшити,геройскорочувати,герой
скромний,стриманийскромний,стриманий,відходискромний,відходи
слабкий,сильнийслабкий,сильний,самогубствослабкий,самогубство
слава,славнийслава,славний,поясненняслава,пояснення
слуга,рабслуга,раб,вироблятислуга,виробляти
смачний,апетитнийсмачний,апетитний,двасмачний,два
сміття,кошиксміття,кошик,знаменитістьсміття,знаменитість
сміятися,усмішкасміятися,усмішка,імперськийсміятися,імперський
снайпер,шутерснайпер,шутер,вдоваснайпер,вдова
сніг,дощсніг,дощ,мамасніг,мама
сніданок,обідсніданок,обід,злосніданок,зло
сода,лимонадсода,лимонад,терпіннясода,терпіння
сонце,місяцьсонце,місяць,коментарсонце,коментар
сонячний,місячнийсонячний,місячний,лопатисьсонячний,лопатись
соус,кремсоус,крем,присягатисоус,присягати
спагетті,лазаньяспагетті,лазанья,місцеспагетті,місце
спальня,кімнатаспальня,кімната,хапатиспальня,хапати
спантеличеність,хаосспантеличеність,хаос,нерозумнийспантеличеність,нерозумний
спасибі,вдячнийспасибі,вдячний,цивільнийспасибі,цивільний
спати,спокійнийспати,спокійний,інженерспати,інженер
спеціаліст,експертспеціаліст,експерт,повільнийспеціаліст,повільний
співчуття,терпінняспівчуття,терпіння,пірамідаспівчуття,піраміда
спілкування,навігаціяспілкування,навігація,ніндзяспілкування,ніндзя
спільнота,суспільствоспільнота,суспільство,контрольспільнота,контроль
спокійний,спокійноспокійний,спокійно,порохспокійний,порох
спорт,хобіспорт,хобі,бомбаспорт,бомба
справедливість,помститисясправедливість,помститися,місяцьсправедливість,місяць
спрага,голодспрага,голод,листопадспрага,листопад
спроба,спробуватиспроба,спробувати,причіпспроба,причіп
срібло,золотийсрібло,золотий,нервовийсрібло,нервовий
ставлення,думкаставлення,думка,зоопаркставлення,зоопарк
сталь,бетонсталь,бетон,новасталь,нова
станція,платформастанція,платформа,успіхстанція,успіх
статися,виникнутистатися,виникнути,шпигунстатися,шпигун
статуя,пам'ятникстатуя,пам'ятник,гормонстатуя,гормон
створіння,монстрстворіння,монстр,туристстворіння,турист
стиль,ритмстиль,ритм,землястиль,земля
сто,тисячасто,тисяча,равликсто,равлик
стоп,заважатистоп,заважати,бандастоп,банда
страйк,ударитистрайк,ударити,задоволенийстрайк,задоволений
стратегія,плануватистратегія,планувати,пабстратегія,паб
страх,жахстрах,жах,проектстрах,проект
стрибок,підйомстрибок,підйом,залишатистрибок,залишати
структура,пірамідаструктура,піраміда,боронитиструктура,боронити
судити,судовийсудити,судовий,кімнатасудити,кімната
судно,екіпажсудно,екіпаж,житисудно,жити
судовий процес,слухсудовий процес,слух,продавецьсудовий процес,продавець
сукня,спідницясукня,спідниця,правиласукня,правила
сума,числосума,число,леститисума,лестити
суміш,поєднаннясуміш,поєднання,спокійнийсуміш,спокійний
суперечка,конфліктсуперечка,конфлікт,павуксуперечка,павук
супроводжувати,ескортсупроводжувати,ескорт,потужністьсупроводжувати,потужність
супутник,радарсупутник,радар,смоктатисупутник,смоктати
східний,західнийсхідний,західний,штрафсхідний,штраф
сховатися,покриватисховатися,покривати,числосховатися,число
таблетка,капсулатаблетка,капсула,прощеннятаблетка,прощення
таємниця,секретнийтаємниця,секретний,ризикованийтаємниця,ризикований
таймер,детонатортаймер,детонатор,величністьтаймер,величність
так,гараздтак,гаразд,гвинтівкатак,гвинтівка
талант,потенціалталант,потенціал,кровталант,кров
там,туттам,тут,кашельтам,кашель
танцювати,танцівницятанцювати,танцівниця,юристтанцювати,юрист
тарілка,чашатарілка,чаша,ризиктарілка,ризик
тварина,звіртварина,звір,декантварина,декан
творчість,уяватворчість,уява,прямийтворчість,прямий
театр,кінотеатртеатр,кінотеатр,піхватеатр,піхва
телебачення,радіотелебачення,радіо,сенстелебачення,сенс
телефон,зателефонуватителефон,зателефонувати,поєднаннятелефон,поєднання
темний,тіньтемний,тінь,гарантіятемний,гарантія
температура,теплотемпература,тепло,приватнийтемпература,приватний
теніс,гольфтеніс,гольф,підробкатеніс,підробка
теорія,ідеятеорія,ідея,аукціонтеорія,аукціон
тестування,експерименттестування,експеримент,тверезийтестування,тверезий
техніка,методтехніка,метод,канцлертехніка,канцлер
тиждень,місяцьтиждень,місяць,прокляттятиждень,прокляття
тиск,пульстиск,пульс,точкатиск,точка
тканина,шкіратканина,шкіра,бойовийтканина,бойовий
товстий,тонкийтовстий,тонкий,народженнятовстий,народження
торговець,комерційнийторговець,комерційний,балансторговець,баланс
торнадо,ураганторнадо,ураган,рабторнадо,раб
торт,десертторт,десерт,фінансуванняторт,фінансування
травма,ранатравма,рана,забороненийтравма,заборонений
трагічний,сумнийтрагічний,сумний,коронатрагічний,корона
традиційний,сучаснийтрадиційний,сучасний,принцесатрадиційний,принцеса
трикутник,колатрикутник,кола,потягтрикутник,потяг
труп,тілотруп,тіло,розглядатитруп,розглядати
три,одинтри,один,артефакттри,артефакт
туман,хмаратуман,хмара,благодійністьтуман,благодійність
тунель,місттунель,міст,йогатунель,йога
турбота,занепокоєннятурбота,занепокоєння,римськийтурбота,римський
турбувати,перериватитурбувати,переривати,клубтурбувати,клуб
тягнути,штовхатитягнути,штовхати,гордістьтягнути,гордість
убити,отрутаубити,отрута,шумубити,шум
ув'язнений,заручницяув'язнений,заручниця,потенціалув'язнений,потенціал
угоду,договіругоду,договір,рослинаугоду,рослина
узбережжі,пляжнийузбережжі,пляжний,джазузбережжі,джаз
університет,коледжуніверситет,коледж,плюсуніверситет,плюс
унікальний,особливийунікальний,особливий,королеваунікальний,королева
уряд,адміністраціяуряд,адміністрація,дверіуряд,двері
урятувати,порятунокурятувати,порятунок,експериментурятувати,експеримент
успадковувати,спадщинауспадковувати,спадщина,кінецьуспадковувати,кінець
утримувати,зберігатиутримувати,зберігати,монахутримувати,монах
факс,поштафакс,пошта,привабливийфакс,привабливий
фантазія,реальністьфантазія,реальність,сухийфантазія,сухий
фантастичний,чудовийфантастичний,чудовий,радіусфантастичний,радіус
фатальний,смертельнийфатальний,смертельний,консультаціяфатальний,консультація
федерація,колоніяфедерація,колонія,дощфедерація,дощ
фестиваль,карнавалфестиваль,карнавал,неправильнийфестиваль,неправильний
фізичний,сексуальнийфізичний,сексуальний,бігтифізичний,бігти
фільм,порнофільм,порно,вірністьфільм,вірність
фінансовий,банківськийфінансовий,банківський,душафінансовий,душа
фінансування,бюджетфінансування,бюджет,пустеляфінансування,пустеля
фінансування.1,фінансовофінансування,фінансово,шовкфінансування,шовк
флот,морськийфлот,морський,уявафлот,уява
флот.1,корабельфлот,корабель,думкафлот,думка
фотограф,автограффотограф,автограф,нарештіфотограф,нарешті
фотографія,картинафотографія,картина,приємнийфотографія,приємний
фраза,словникфраза,словник,бюджетфраза,бюджет
французький,англійська мовафранцузький,англійська мова,половинафранцузький,половина
фрукти,яблучнийфрукти,яблучний,шоломфрукти,шолом
функціональний,оперативнийфункціональний,оперативний,псевдонімфункціональний,псевдонім
футбол,баскетболфутбол,баскетбол,середовищефутбол,середовище
хвилина,другийхвилина,другий,популярнийхвилина,популярний
хворий,нездоровийхворий,нездоровий,свободахворий,свобода
хижак,здобичхижак,здобич,ритмхижак,ритм
хірургія,працюватихірургія,працювати,будинокхірургія,будинок
хлопчик,дівчинахлопчик,дівчина,джерелохлопчик,джерело
холодний,гарячийхолодний,гарячий,вірусхолодний,вірус
хоробрий,благороднийхоробрий,благородний,розлученняхоробрий,розлучення
християнин,католицькийхристиянин,католицький,турнірхристиянин,турнір
хустка,тканинахустка,тканина,регіональнийхустка,регіональний
цвинтар,могилацвинтар,могила,застосовуватицвинтар,застосовувати
церебральний,мозокцеребральний,мозок,що самецеребральний,що саме
церемонія,ритуальнийцеремонія,ритуальний,губацеремонія,губа
цибуля,часникцибуля,часник,пістолетцибуля,пістолет
цивілізація,культурацивілізація,культура,сюрпризцивілізація,сюрприз
цинічний,наївнийцинічний,наївний,кутцинічний,кут
цирк,зоопаркцирк,зоопарк,слідуватицирк,слідувати
цікавий,захоплюючийцікавий,захоплюючий,компаніяцікавий,компанія
ціна,вартістьціна,вартість,королівськийціна,королівський
чарівний,привабливийчарівний,привабливий,тригерчарівний,тригер
чарівник,магіячарівник,магія,стіначарівник,стіна
частка,матеріячастка,матерія,параноїдальнийчастка,параноїдальний
часто,інодічасто,іноді,гараздчасто,гаразд
чемпіонат,конкуренціячемпіонат,конкуренція,сестрачемпіонат,сестра
